592 9624
134 1 -15.4320987654
134 134 195.4732510288
134 135 102.8806584362
134 137 -30.8641975309
134 138 -72.0164609053
134 161 -133.7448559671
134 162 -30.8641975309
134 268 -36.0082304527
134 269 -15.4320987654
135 0 36.0082304527
135 2 -15.4320987654
135 134 102.8806584362
135 135 195.4732510288
135 137 -30.8641975309
135 138 -133.7448559671
135 161 -72.0164609053
135 162 -30.8641975309
135 268 -36.0082304527
135 270 -15.4320987654
136 0 -33.4362139918
136 1 -10.2880658436
136 2 -77.1604938272
136 3 -133.7448559671
136 4 -72.0164609053
136 6 -33.4362139918
136 7 -10.2880658436
136 8 77.1604938272
136 30 -66.8724279835
136 133 -30.8641975309
136 136 586.4197530864
136 139 -30.8641975309
136 160 36.0082304527
136 163 -61.7283950617
136 166 36.0082304527
136 268 -33.4362139918
136 269 10.2880658436
136 270 77.1604938272
136 271 -133.7448559671
136 272 72.0164609053
136 274 -33.4362139918
136 275 10.2880658436
136 276 -77.1604938272
136 298 -66.8724279835
136 299 -154.3209876543
137 0 10.2880658436
137 1 18.0041152263
137 2 10.2880658436
137 3 -30.8641975309
137 4 -30.8641975309
137 6 10.2880658436
137 7 18.0041152263
137 8 -10.2880658436
137 30 154.3209876543
137 134 -30.8641975309
137 135 -30.8641975309
137 137 586.4197530864
137 140 -30.8641975309
137 141 30.8641975309
137 161 -66.8724279835
137 162 154.3209876543
137 164 -267.4897119342
137 167 -66.8724279835
137 168 -154.3209876543
137 268 -10.2880658436
137 269 18.0041152263
137 270 10.2880658436
137 271 30.8641975309
137 272 -30.8641975309
137 274 -10.2880658436
137 275 18.0041152263
137 276 -10.2880658436
137 298 -154.3209876543
137 299 -66.8724279835
138 0 -77.1604938272
138 1 -10.2880658436
138 2 -33.4362139918
138 5 -30.8641975309
138 6 77.1604938272
138 7 10.2880658436
138 8 -33.4362139918
138 31 36.0082304527
138 134 -72.0164609053
138 135 -133.7448559671
138 138 586.4197530864
138 140 72.0164609053
138 141 -133.7448559671
138 161 154.3209876543
138 162 -66.8724279835
138 165 -61.7283950617
138 167 -154.3209876543
138 168 -66.8724279835
138 268 77.1604938272
138 269 -10.2880658436
138 270 -33.4362139918
138 273 -30.8641975309
138 274 -77.1604938272
138 275 10.2880658436
138 276 -33.4362139918
138 300 36.0082304527
139 6 -133.7448559671
139 7 30.8641975309
139 136 -30.8641975309
139 139 390.9465020576
139 142 -30.8641975309
139 166 -61.7283950617
139 274 -133.7448559671
139 275 -30.8641975309
140 6 72.0164609053
140 7 -30.8641975309
140 137 -30.8641975309
140 138 72.0164609053
140 140 390.9465020576
140 143 -30.8641975309
140 144 -72.0164609053
140 167 -267.4897119342
140 274 -72.0164609053
140 275 -30.8641975309
141 8 -30.8641975309
141 137 30.8641975309
141 138 -133.7448559671
141 141 390.9465020576
141 143 -30.8641975309
141 144 -133.7448559671
141 168 -61.7283950617
141 276 -30.8641975309
142 6 -33.4362139918
142 7 -10.2880658436
142 8 -77.1604938272
142 9 -133.7448559671
142 10 -72.0164609053
142 12 -33.4362139918
142 13 -10.2880658436
142 14 77.1604938272
142 35 -66.8724279835
142 36 154.3209876543
142 139 -30.8641975309
142 142 586.4197530864
142 145 -30.8641975309
142 166 36.0082304527
142 169 -61.7283950617
142 172 36.0082304527
142 274 -33.4362139918
142 275 10.2880658436
142 276 77.1604938272
142 277 -133.7448559671
142 278 72.0164609053
142 280 -33.4362139918
142 281 10.2880658436
142 282 -77.1604938272
142 304 -66.8724279835
142 305 -154.3209876543
143 6 10.2880658436
143 7 18.0041152263
143 8 10.2880658436
143 9 -30.8641975309
143 10 -30.8641975309
143 12 10.2880658436
143 13 18.0041152263
143 14 -10.2880658436
143 35 154.3209876543
143 36 -66.8724279835
143 140 -30.8641975309
143 141 -30.8641975309
143 143 586.4197530864
143 146 -30.8641975309
143 147 30.8641975309
143 167 -66.8724279835
143 168 154.3209876543
143 170 -267.4897119342
143 173 -66.8724279835
143 174 -154.3209876543
143 274 -10.2880658436
143 275 18.0041152263
143 276 10.2880658436
143 277 30.8641975309
143 278 -30.8641975309
143 280 -10.2880658436
143 281 18.0041152263
143 282 -10.2880658436
143 304 -154.3209876543
143 305 -66.8724279835
144 6 -77.1604938272
144 7 -10.2880658436
144 8 -33.4362139918
144 11 -30.8641975309
144 12 77.1604938272
144 13 10.2880658436
144 14 -33.4362139918
144 37 36.0082304527
144 140 -72.0164609053
144 141 -133.7448559671
144 144 586.4197530864
144 146 72.0164609053
144 147 -133.7448559671
144 167 154.3209876543
144 168 -66.8724279835
144 171 -61.7283950617
144 173 -154.3209876543
144 174 -66.8724279835
144 274 77.1604938272
144 275 -10.2880658436
144 276 -33.4362139918
144 279 -30.8641975309
144 280 -77.1604938272
144 281 10.2880658436
144 282 -33.4362139918
144 306 36.0082304527
145 12 -133.7448559671
145 13 30.8641975309
145 142 -30.8641975309
145 145 390.9465020576
145 148 -30.8641975309
145 172 -61.7283950617
145 280 -133.7448559671
145 281 -30.8641975309
146 12 72.0164609053
146 13 -30.8641975309
146 143 -30.8641975309
146 144 72.0164609053
146 146 390.9465020576
146 149 -30.8641975309
146 150 -72.0164609053
146 173 -267.4897119342
146 280 -72.0164609053
146 281 -30.8641975309
147 14 -30.8641975309
147 143 30.8641975309
147 144 -133.7448559671
147 147 390.9465020576
147 149 -30.8641975309
147 150 -133.7448559671
147 174 -61.7283950617
147 282 -30.8641975309
148 12 -33.4362139918
148 13 -10.2880658436
148 14 -77.1604938272
148 15 -133.7448559671
148 16 -72.0164609053
148 18 -33.4362139918
148 19 -10.2880658436
148 20 77.1604938272
148 41 -66.8724279835
148 145 -30.8641975309
148 148 586.4197530864
148 151 -30.8641975309
148 172 36.0082304527
148 175 -61.7283950617
148 178 36.0082304527
148 280 -33.4362139918
148 281 10.2880658436
148 282 77.1604938272
148 283 -133.7448559671
148 284 72.0164609053
148 286 -33.4362139918
148 287 10.2880658436
148 288 -77.1604938272
148 310 -66.8724279835
148 311 -154.3209876543
149 12 10.2880658436
149 13 18.0041152263
149 14 10.2880658436
149 15 -30.8641975309
149 16 -30.8641975309
149 18 10.2880658436
149 19 18.0041152263
149 20 -10.2880658436
149 41 154.3209876543
149 146 -30.8641975309
149 147 -30.8641975309
149 149 586.4197530864
149 152 -30.8641975309
149 153 30.8641975309
149 173 -66.8724279835
149 174 154.3209876543
149 176 -267.4897119342
149 179 -66.8724279835
149 180 -154.3209876543
149 280 -10.2880658436
149 281 18.0041152263
149 282 10.2880658436
149 283 30.8641975309
149 284 -30.8641975309
149 286 -10.2880658436
149 287 18.0041152263
149 288 -10.2880658436
149 310 -154.3209876543
149 311 -66.8724279835
150 12 -77.1604938272
150 13 -10.2880658436
150 14 -33.4362139918
150 17 -30.8641975309
150 18 77.1604938272
150 19 10.2880658436
150 20 -33.4362139918
150 42 36.0082304527
150 146 -72.0164609053
150 147 -133.7448559671
150 150 586.4197530864
150 152 72.0164609053
150 153 -133.7448559671
150 173 154.3209876543
150 174 -66.8724279835
150 177 -61.7283950617
150 179 -154.3209876543
150 180 -66.8724279835
150 280 77.1604938272
150 281 -10.2880658436
150 282 -33.4362139918
150 285 -30.8641975309
150 286 -77.1604938272
150 287 10.2880658436
150 288 -33.4362139918
150 312 36.0082304527
151 18 -133.7448559671
151 19 30.8641975309
151 148 -30.8641975309
151 151 390.9465020576
151 154 -30.8641975309
151 178 -61.7283950617
151 286 -133.7448559671
151 287 -30.8641975309
152 18 72.0164609053
152 19 -30.8641975309
152 149 -30.8641975309
152 150 72.0164609053
152 152 390.9465020576
152 155 -30.8641975309
152 156 -72.0164609053
152 179 -267.4897119342
152 286 -72.0164609053
152 287 -30.8641975309
153 20 -30.8641975309
153 149 30.8641975309
153 150 -133.7448559671
153 153 390.9465020576
153 155 -30.8641975309
153 156 -133.7448559671
153 180 -61.7283950617
153 288 -30.8641975309
154 18 -33.4362139918
154 19 -10.2880658436
154 20 -77.1604938272
154 21 -133.7448559671
154 22 -72.0164609053
154 24 -33.4362139918
154 25 -10.2880658436
154 26 77.1604938272
154 46 -66.8724279835
154 47 154.3209876543
154 151 -30.8641975309
154 154 586.4197530864
154 157 -30.8641975309
154 178 36.0082304527
154 181 -61.7283950617
154 184 36.0082304527
154 286 -33.4362139918
154 287 10.2880658436
154 288 77.1604938272
154 289 -133.7448559671
154 290 72.0164609053
154 292 -33.4362139918
154 293 10.2880658436
154 294 -77.1604938272
154 316 -66.8724279835
154 317 -154.3209876543
155 18 10.2880658436
155 19 18.0041152263
155 20 10.2880658436
155 21 -30.8641975309
155 22 -30.8641975309
155 24 10.2880658436
155 25 18.0041152263
155 26 -10.2880658436
155 46 154.3209876543
155 47 -66.8724279835
155 152 -30.8641975309
155 153 -30.8641975309
155 155 586.4197530864
155 158 -30.8641975309
155 159 30.8641975309
155 179 -66.8724279835
155 180 154.3209876543
155 182 -267.4897119342
155 185 -66.8724279835
155 186 -154.3209876543
155 286 -10.2880658436
155 287 18.0041152263
155 288 10.2880658436
155 289 30.8641975309
155 290 -30.8641975309
155 292 -10.2880658436
155 293 18.0041152263
155 294 -10.2880658436
155 316 -154.3209876543
155 317 -66.8724279835
156 18 -77.1604938272
156 19 -10.2880658436
156 20 -33.4362139918
156 23 -30.8641975309
156 24 77.1604938272
156 25 10.2880658436
156 26 -33.4362139918
156 48 36.0082304527
156 152 -72.0164609053
156 153 -133.7448559671
156 156 586.4197530864
156 158 72.0164609053
156 159 -133.7448559671
156 179 154.3209876543
156 180 -66.8724279835
156 183 -61.7283950617
156 185 -154.3209876543
156 186 -66.8724279835
156 286 77.1604938272
156 287 -10.2880658436
156 288 -33.4362139918
156 291 -30.8641975309
156 292 -77.1604938272
156 293 10.2880658436
156 294 -33.4362139918
156 318 36.0082304527
157 24 -66.8724279835
157 25 15.4320987654
157 26 -15.4320987654
157 154 -30.8641975309
157 157 195.4732510288
157 184 -30.8641975309
157 292 -66.8724279835
157 293 -15.4320987654
157 294 15.4320987654
158 24 36.0082304527
158 25 -15.4320987654
158 155 -30.8641975309
158 156 72.0164609053
158 158 195.4732510288
158 159 -102.8806584362
158 185 -133.7448559671
158 186 30.8641975309
158 292 -36.0082304527
158 293 -15.4320987654
159 24 -36.0082304527
159 26 -15.4320987654
159 155 30.8641975309
159 156 -133.7448559671
159 158 -102.8806584362
159 159 195.4732510288
159 185 72.0164609053
159 186 -30.8641975309
159 292 36.0082304527
159 294 -15.4320987654
160 0 -33.4362139918
160 1 -77.1604938272
160 2 -10.2880658436
160 27 -133.7448559671
160 29 -72.0164609053
160 30 -66.8724279835
160 31 154.3209876543
160 52 -33.4362139918
160 53 77.1604938272
160 54 -10.2880658436
160 133 -30.8641975309
160 136 36.0082304527
160 160 586.4197530864
160 163 -61.7283950617
160 187 -30.8641975309
160 190 36.0082304527
160 268 -33.4362139918
160 269 77.1604938272
160 270 10.2880658436
160 295 -133.7448559671
160 297 72.0164609053
160 298 -66.8724279835
160 300 -154.3209876543
160 322 -33.4362139918
160 323 -77.1604938272
160 324 10.2880658436
161 0 -77.1604938272
161 1 -33.4362139918
161 2 -10.2880658436
161 28 -30.8641975309
161 52 77.1604938272
161 53 -33.4362139918
161 54 10.2880658436
161 134 -133.7448559671
161 135 -72.0164609053
161 137 -66.8724279835
161 138 154.3209876543
161 161 586.4197530864
161 164 -61.7283950617
161 188 -133.7448559671
161 189 72.0164609053
161 191 -66.8724279835
161 192 -154.3209876543
161 268 77.1604938272
161 269 -33.4362139918
161 270 -10.2880658436
161 296 -30.8641975309
161 299 36.0082304527
161 322 -77.1604938272
161 323 -33.4362139918
161 324 10.2880658436
162 0 10.2880658436
162 1 10.2880658436
162 2 18.0041152263
162 27 -30.8641975309
162 29 -30.8641975309
162 30 154.3209876543
162 31 -66.8724279835
162 52 10.2880658436
162 53 -10.2880658436
162 54 18.0041152263
162 134 -30.8641975309
162 135 -30.8641975309
162 137 154.3209876543
162 138 -66.8724279835
162 162 586.4197530864
162 165 -267.4897119342
162 188 30.8641975309
162 189 -30.8641975309
162 191 -154.3209876543
162 192 -66.8724279835
162 268 -10.2880658436
162 269 10.2880658436
162 270 18.0041152263
162 295 30.8641975309
162 297 -30.8641975309
162 298 -154.3209876543
162 300 -66.8724279835
162 322 -10.2880658436
162 323 -10.2880658436
162 324 18.0041152263
163 30 -267.4897119342
163 136 -61.7283950617
163 160 -61.7283950617
163 163 781.8930041152
163 166 -61.7283950617
163 190 -61.7283950617
163 298 -267.4897119342
164 137 -267.4897119342
164 161 -61.7283950617
164 164 781.8930041152
164 167 -61.7283950617
164 191 -267.4897119342
164 299 -61.7283950617
165 31 -61.7283950617
165 138 -61.7283950617
165 162 -267.4897119342
165 165 781.8930041152
165 168 -267.4897119342
165 192 -61.7283950617
165 300 -61.7283950617
166 6 -66.8724279835
166 7 -154.3209876543
166 30 -66.8724279835
166 31 -154.3209876543
166 32 -267.4897119342
166 35 -66.8724279835
166 37 154.3209876543
166 58 -66.8724279835
166 59 154.3209876543
166 136 36.0082304527
166 139 -61.7283950617
166 142 36.0082304527
166 163 -61.7283950617
166 166 1172.8395061728
166 169 -61.7283950617
166 190 36.0082304527
166 193 -61.7283950617
166 196 36.0082304527
166 274 -66.8724279835
166 275 154.3209876543
166 298 -66.8724279835
166 300 154.3209876543
166 301 -267.4897119342
166 304 -66.8724279835
166 306 -154.3209876543
166 328 -66.8724279835
166 329 -154.3209876543
167 6 -154.3209876543
167 7 -66.8724279835
167 33 -61.7283950617
167 36 36.0082304527
167 58 154.3209876543
167 59 -66.8724279835
167 137 -66.8724279835
167 138 -154.3209876543
167 140 -267.4897119342
167 143 -66.8724279835
167 144 154.3209876543
167 164 -61.7283950617
167 167 1172.8395061728
167 170 -61.7283950617
167 191 -66.8724279835
167 192 154.3209876543
167 194 -267.4897119342
167 197 -66.8724279835
167 198 -154.3209876543
167 274 154.3209876543
167 275 -66.8724279835
167 299 36.0082304527
167 302 -61.7283950617
167 305 36.0082304527
167 328 -154.3209876543
167 329 -66.8724279835
168 8 36.0082304527
168 30 -154.3209876543
168 31 -66.8724279835
168 34 -61.7283950617
168 35 154.3209876543
168 37 -66.8724279835
168 60 36.0082304527
168 137 -154.3209876543
168 138 -66.8724279835
168 141 -61.7283950617
168 143 154.3209876543
168 144 -66.8724279835
168 165 -267.4897119342
168 168 1172.8395061728
168 171 -267.4897119342
168 191 154.3209876543
168 192 -66.8724279835
168 195 -61.7283950617
168 197 -154.3209876543
168 198 -66.8724279835
168 276 36.0082304527
168 298 154.3209876543
168 300 -66.8724279835
168 303 -61.7283950617
168 304 -154.3209876543
168 306 -66.8724279835
168 330 36.0082304527
169 35 -267.4897119342
169 142 -61.7283950617
169 166 -61.7283950617
169 169 781.8930041152
169 172 -61.7283950617
169 196 -61.7283950617
169 304 -267.4897119342
170 36 -61.7283950617
170 143 -267.4897119342
170 167 -61.7283950617
170 170 781.8930041152
170 173 -61.7283950617
170 197 -267.4897119342
170 305 -61.7283950617
171 37 -61.7283950617
171 144 -61.7283950617
171 168 -267.4897119342
171 171 781.8930041152
171 174 -267.4897119342
171 198 -61.7283950617
171 306 -61.7283950617
172 12 -66.8724279835
172 13 -154.3209876543
172 35 -66.8724279835
172 37 -154.3209876543
172 38 -267.4897119342
172 41 -66.8724279835
172 42 154.3209876543
172 64 -66.8724279835
172 65 154.3209876543
172 142 36.0082304527
172 145 -61.7283950617
172 148 36.0082304527
172 169 -61.7283950617
172 172 1172.8395061728
172 175 -61.7283950617
172 196 36.0082304527
172 199 -61.7283950617
172 202 36.0082304527
172 280 -66.8724279835
172 281 154.3209876543
172 304 -66.8724279835
172 306 154.3209876543
172 307 -267.4897119342
172 310 -66.8724279835
172 312 -154.3209876543
172 334 -66.8724279835
172 335 -154.3209876543
173 12 -154.3209876543
173 13 -66.8724279835
173 36 36.0082304527
173 39 -61.7283950617
173 64 154.3209876543
173 65 -66.8724279835
173 143 -66.8724279835
173 144 -154.3209876543
173 146 -267.4897119342
173 149 -66.8724279835
173 150 154.3209876543
173 170 -61.7283950617
173 173 1172.8395061728
173 176 -61.7283950617
173 197 -66.8724279835
173 198 154.3209876543
173 200 -267.4897119342
173 203 -66.8724279835
173 204 -154.3209876543
173 280 154.3209876543
173 281 -66.8724279835
173 305 36.0082304527
173 308 -61.7283950617
173 311 36.0082304527
173 334 -154.3209876543
173 335 -66.8724279835
174 14 36.0082304527
174 35 -154.3209876543
174 37 -66.8724279835
174 40 -61.7283950617
174 41 154.3209876543
174 42 -66.8724279835
174 66 36.0082304527
174 143 -154.3209876543
174 144 -66.8724279835
174 147 -61.7283950617
174 149 154.3209876543
174 150 -66.8724279835
174 171 -267.4897119342
174 174 1172.8395061728
174 177 -267.4897119342
174 197 154.3209876543
174 198 -66.8724279835
174 201 -61.7283950617
174 203 -154.3209876543
174 204 -66.8724279835
174 282 36.0082304527
174 304 154.3209876543
174 306 -66.8724279835
174 309 -61.7283950617
174 310 -154.3209876543
174 312 -66.8724279835
174 336 36.0082304527
175 41 -267.4897119342
175 148 -61.7283950617
175 172 -61.7283950617
175 175 781.8930041152
175 178 -61.7283950617
175 202 -61.7283950617
175 310 -267.4897119342
176 149 -267.4897119342
176 173 -61.7283950617
176 176 781.8930041152
176 179 -61.7283950617
176 203 -267.4897119342
176 311 -61.7283950617
177 42 -61.7283950617
177 150 -61.7283950617
177 174 -267.4897119342
177 177 781.8930041152
177 180 -267.4897119342
177 204 -61.7283950617
177 312 -61.7283950617
178 18 -66.8724279835
178 19 -154.3209876543
178 41 -66.8724279835
178 42 -154.3209876543
178 43 -267.4897119342
178 46 -66.8724279835
178 48 154.3209876543
178 70 -66.8724279835
178 71 154.3209876543
178 148 36.0082304527
178 151 -61.7283950617
178 154 36.0082304527
178 175 -61.7283950617
178 178 1172.8395061728
178 181 -61.7283950617
178 202 36.0082304527
178 205 -61.7283950617
178 208 36.0082304527
178 286 -66.8724279835
178 287 154.3209876543
178 310 -66.8724279835
178 312 154.3209876543
178 313 -267.4897119342
178 316 -66.8724279835
178 318 -154.3209876543
178 340 -66.8724279835
178 341 -154.3209876543
179 18 -154.3209876543
179 19 -66.8724279835
179 44 -61.7283950617
179 47 36.0082304527
179 70 154.3209876543
179 71 -66.8724279835
179 149 -66.8724279835
179 150 -154.3209876543
179 152 -267.4897119342
179 155 -66.8724279835
179 156 154.3209876543
179 176 -61.7283950617
179 179 1172.8395061728
179 182 -61.7283950617
179 203 -66.8724279835
179 204 154.3209876543
179 206 -267.4897119342
179 209 -66.8724279835
179 210 -154.3209876543
179 286 154.3209876543
179 287 -66.8724279835
179 311 36.0082304527
179 314 -61.7283950617
179 317 36.0082304527
179 340 -154.3209876543
179 341 -66.8724279835
180 20 36.0082304527
180 41 -154.3209876543
180 42 -66.8724279835
180 45 -61.7283950617
180 46 154.3209876543
180 48 -66.8724279835
180 72 36.0082304527
180 149 -154.3209876543
180 150 -66.8724279835
180 153 -61.7283950617
180 155 154.3209876543
180 156 -66.8724279835
180 177 -267.4897119342
180 180 1172.8395061728
180 183 -267.4897119342
180 203 154.3209876543
180 204 -66.8724279835
180 207 -61.7283950617
180 209 -154.3209876543
180 210 -66.8724279835
180 288 36.0082304527
180 310 154.3209876543
180 312 -66.8724279835
180 315 -61.7283950617
180 316 -154.3209876543
180 318 -66.8724279835
180 342 36.0082304527
181 46 -267.4897119342
181 154 -61.7283950617
181 178 -61.7283950617
181 181 781.8930041152
181 184 -61.7283950617
181 208 -61.7283950617
181 316 -267.4897119342
182 47 -61.7283950617
182 155 -267.4897119342
182 179 -61.7283950617
182 182 781.8930041152
182 185 -61.7283950617
182 209 -267.4897119342
182 317 -61.7283950617
183 48 -61.7283950617
183 156 -61.7283950617
183 180 -267.4897119342
183 183 781.8930041152
183 186 -267.4897119342
183 210 -61.7283950617
183 318 -61.7283950617
184 24 -33.4362139918
184 25 -77.1604938272
184 26 10.2880658436
184 46 -66.8724279835
184 48 -154.3209876543
184 49 -133.7448559671
184 51 72.0164609053
184 76 -33.4362139918
184 77 77.1604938272
184 78 10.2880658436
184 154 36.0082304527
184 157 -30.8641975309
184 181 -61.7283950617
184 184 586.4197530864
184 208 36.0082304527
184 211 -30.8641975309
184 292 -33.4362139918
184 293 77.1604938272
184 294 -10.2880658436
184 316 -66.8724279835
184 318 154.3209876543
184 319 -133.7448559671
184 321 -72.0164609053
184 346 -33.4362139918
184 347 -77.1604938272
184 348 -10.2880658436
185 24 -77.1604938272
185 25 -33.4362139918
185 26 10.2880658436
185 47 36.0082304527
185 50 -30.8641975309
185 76 77.1604938272
185 77 -33.4362139918
185 78 -10.2880658436
185 155 -66.8724279835
185 156 -154.3209876543
185 158 -133.7448559671
185 159 72.0164609053
185 182 -61.7283950617
185 185 586.4197530864
185 209 -66.8724279835
185 210 154.3209876543
185 212 -133.7448559671
185 213 -72.0164609053
185 292 77.1604938272
185 293 -33.4362139918
185 294 10.2880658436
185 317 36.0082304527
185 320 -30.8641975309
185 346 -77.1604938272
185 347 -33.4362139918
185 348 -10.2880658436
186 24 -10.2880658436
186 25 -10.2880658436
186 26 18.0041152263
186 46 -154.3209876543
186 48 -66.8724279835
186 49 30.8641975309
186 51 -30.8641975309
186 76 -10.2880658436
186 77 10.2880658436
186 78 18.0041152263
186 155 -154.3209876543
186 156 -66.8724279835
186 158 30.8641975309
186 159 -30.8641975309
186 183 -267.4897119342
186 186 586.4197530864
186 209 154.3209876543
186 210 -66.8724279835
186 212 -30.8641975309
186 213 -30.8641975309
186 292 10.2880658436
186 293 -10.2880658436
186 294 18.0041152263
186 316 154.3209876543
186 318 -66.8724279835
186 319 -30.8641975309
186 321 -30.8641975309
186 346 10.2880658436
186 347 10.2880658436
186 348 18.0041152263
187 52 -133.7448559671
187 54 30.8641975309
187 160 -30.8641975309
187 187 390.9465020576
187 190 -61.7283950617
187 214 -30.8641975309
187 322 -133.7448559671
187 324 -30.8641975309
188 53 -30.8641975309
188 161 -133.7448559671
188 162 30.8641975309
188 188 390.9465020576
188 191 -61.7283950617
188 215 -133.7448559671
188 216 -30.8641975309
188 323 -30.8641975309
189 52 72.0164609053
189 54 -30.8641975309
189 161 72.0164609053
189 162 -30.8641975309
189 189 390.9465020576
189 192 -267.4897119342
189 215 -72.0164609053
189 216 -30.8641975309
189 322 -72.0164609053
189 324 -30.8641975309
190 30 -66.8724279835
190 52 -66.8724279835
190 54 -154.3209876543
190 55 -267.4897119342
190 58 -66.8724279835
190 60 154.3209876543
190 82 -66.8724279835
190 83 154.3209876543
190 160 36.0082304527
190 163 -61.7283950617
190 166 36.0082304527
190 187 -61.7283950617
190 190 1172.8395061728
190 193 -61.7283950617
190 214 36.0082304527
190 217 -61.7283950617
190 220 36.0082304527
190 298 -66.8724279835
190 299 154.3209876543
190 322 -66.8724279835
190 324 154.3209876543
190 325 -267.4897119342
190 328 -66.8724279835
190 330 -154.3209876543
190 352 -66.8724279835
190 353 -154.3209876543
191 30 -154.3209876543
191 53 36.0082304527
191 56 -61.7283950617
191 59 36.0082304527
191 82 154.3209876543
191 83 -66.8724279835
191 161 -66.8724279835
191 162 -154.3209876543
191 164 -267.4897119342
191 167 -66.8724279835
191 168 154.3209876543
191 188 -61.7283950617
191 191 1172.8395061728
191 194 -61.7283950617
191 215 -66.8724279835
191 216 154.3209876543
191 218 -267.4897119342
191 221 -66.8724279835
191 222 -154.3209876543
191 298 154.3209876543
191 299 -66.8724279835
191 323 36.0082304527
191 326 -61.7283950617
191 329 36.0082304527
191 352 -154.3209876543
191 353 -66.8724279835
192 31 36.0082304527
192 52 -154.3209876543
192 54 -66.8724279835
192 57 -61.7283950617
192 58 154.3209876543
192 60 -66.8724279835
192 84 36.0082304527
192 161 -154.3209876543
192 162 -66.8724279835
192 165 -61.7283950617
192 167 154.3209876543
192 168 -66.8724279835
192 189 -267.4897119342
192 192 1172.8395061728
192 195 -267.4897119342
192 215 154.3209876543
192 216 -66.8724279835
192 219 -61.7283950617
192 221 -154.3209876543
192 222 -66.8724279835
192 300 36.0082304527
192 322 154.3209876543
192 324 -66.8724279835
192 327 -61.7283950617
192 328 -154.3209876543
192 330 -66.8724279835
192 354 36.0082304527
193 58 -267.4897119342
193 166 -61.7283950617
193 190 -61.7283950617
193 193 781.8930041152
193 196 -61.7283950617
193 220 -61.7283950617
193 328 -267.4897119342
194 59 -61.7283950617
194 167 -267.4897119342
194 191 -61.7283950617
194 194 781.8930041152
194 197 -61.7283950617
194 221 -267.4897119342
194 329 -61.7283950617
195 60 -61.7283950617
195 168 -61.7283950617
195 192 -267.4897119342
195 195 781.8930041152
195 198 -267.4897119342
195 222 -61.7283950617
195 330 -61.7283950617
196 35 -66.8724279835
196 36 -154.3209876543
196 58 -66.8724279835
196 60 -154.3209876543
196 61 -267.4897119342
196 64 -66.8724279835
196 66 154.3209876543
196 88 -66.8724279835
196 89 154.3209876543
196 166 36.0082304527
196 169 -61.7283950617
196 172 36.0082304527
196 193 -61.7283950617
196 196 1172.8395061728
196 199 -61.7283950617
196 220 36.0082304527
196 223 -61.7283950617
196 226 36.0082304527
196 304 -66.8724279835
196 305 154.3209876543
196 328 -66.8724279835
196 330 154.3209876543
196 331 -267.4897119342
196 334 -66.8724279835
196 336 -154.3209876543
196 358 -66.8724279835
196 359 -154.3209876543
197 35 -154.3209876543
197 36 -66.8724279835
197 59 36.0082304527
197 62 -61.7283950617
197 65 36.0082304527
197 88 154.3209876543
197 89 -66.8724279835
197 167 -66.8724279835
197 168 -154.3209876543
197 170 -267.4897119342
197 173 -66.8724279835
197 174 154.3209876543
197 194 -61.7283950617
197 197 1172.8395061728
197 200 -61.7283950617
197 221 -66.8724279835
197 222 154.3209876543
197 224 -267.4897119342
197 227 -66.8724279835
197 228 -154.3209876543
197 304 154.3209876543
197 305 -66.8724279835
197 329 36.0082304527
197 332 -61.7283950617
197 335 36.0082304527
197 358 -154.3209876543
197 359 -66.8724279835
198 37 36.0082304527
198 58 -154.3209876543
198 60 -66.8724279835
198 63 -61.7283950617
198 64 154.3209876543
198 66 -66.8724279835
198 90 36.0082304527
198 167 -154.3209876543
198 168 -66.8724279835
198 171 -61.7283950617
198 173 154.3209876543
198 174 -66.8724279835
198 195 -267.4897119342
198 198 1172.8395061728
198 201 -267.4897119342
198 221 154.3209876543
198 222 -66.8724279835
198 225 -61.7283950617
198 227 -154.3209876543
198 228 -66.8724279835
198 306 36.0082304527
198 328 154.3209876543
198 330 -66.8724279835
198 333 -61.7283950617
198 334 -154.3209876543
198 336 -66.8724279835
198 360 36.0082304527
199 64 -267.4897119342
199 172 -61.7283950617
199 196 -61.7283950617
199 199 781.8930041152
199 202 -61.7283950617
199 226 -61.7283950617
199 334 -267.4897119342
200 65 -61.7283950617
200 173 -267.4897119342
200 197 -61.7283950617
200 200 781.8930041152
200 203 -61.7283950617
200 227 -267.4897119342
200 335 -61.7283950617
201 66 -61.7283950617
201 174 -61.7283950617
201 198 -267.4897119342
201 201 781.8930041152
201 204 -267.4897119342
201 228 -61.7283950617
201 336 -61.7283950617
202 41 -66.8724279835
202 64 -66.8724279835
202 66 -154.3209876543
202 67 -267.4897119342
202 70 -66.8724279835
202 72 154.3209876543
202 94 -66.8724279835
202 95 154.3209876543
202 172 36.0082304527
202 175 -61.7283950617
202 178 36.0082304527
202 199 -61.7283950617
202 202 1172.8395061728
202 205 -61.7283950617
202 226 36.0082304527
202 229 -61.7283950617
202 232 36.0082304527
202 310 -66.8724279835
202 311 154.3209876543
202 334 -66.8724279835
202 336 154.3209876543
202 337 -267.4897119342
202 340 -66.8724279835
202 342 -154.3209876543
202 364 -66.8724279835
202 365 -154.3209876543
203 41 -154.3209876543
203 65 36.0082304527
203 68 -61.7283950617
203 71 36.0082304527
203 94 154.3209876543
203 95 -66.8724279835
203 173 -66.8724279835
203 174 -154.3209876543
